q_feature_0,q_feature_1,q_feature_2,q_feature_3,fire_occurred,Year
1.754544346541008,0.2674991011951897,0.9862566310769267,1.023853925529653,0,2018.0
1.7575264401234731,1.4372748276673046,0.9119764669979487,1.0450415252817282,1,2019.0
1.7605085337059387,2.6070505541394193,0.8376963029189707,1.0662291250338036,0,2020.0
2.007163873662921,0.2492436208479918,0.9452507462890198,0.9664761659206841,0,2018.0
2.0101459672453865,1.4190193473201065,0.8709705822100419,0.9876637656727594,1,2019.0
2.013128060827852,2.5887950737922214,0.7966904181310638,1.0088513654248346,0,2020.0
1.249829997222597,0.5102543637084667,1.9533025588296042,1.0813014909128484,0,2018.0
1.2528120908050622,1.6800300901805814,1.8790223947506264,1.1024890906649238,1,2019.0
1.2557941843875278,2.8498058166526965,1.8047422306716485,1.123676690416999,0,2020.0
1.2852997573595153,0.3072047017311357,1.1087617764438935,1.0279345471147057,1,2018.0
1.851416143299813,1.2401260738508781,0.30747406909056685,1.129048673616095,1,2019.0
1.8512605471929224,2.4663408104855886,0.3933457809378542,1.090065533270515,1,2020.0
1.6945299620115701,0.14498987608590008,0.5439515964741085,0.9844838932061986,0,2018.0
1.9307810552725997,1.3295727105854924,0.5892223256503043,1.0583562196444272,1,2019.0
1.7004941491765009,2.4845413290301295,0.3953912683161527,1.0268590927103491,0,2020.0
1.6402822123592689,0.3480056787353101,1.2652750545868572,1.0287185452831595,1,2018.0
1.2528120908050622,1.6800300901805814,1.8790223947506264,1.1024890906649238,1,2019.0
1.6462463995241998,2.68755713167954,1.116714726428901,1.0710937447873101,0,2020.0
1.8942018414906823,0.14605763381732007,0.6131348246563336,1.0417659937734938,0,2018.0
1.8971839350731479,1.315833360289435,0.5388546605773556,1.0629535935255692,0,2019.0
1.9001660286556132,2.4856090867615497,0.4645744964983778,1.0841411932776444,1,2020.0
1.5450003731226003,0.2822314315450629,0.923153156351179,0.8749036006046431,0,2018.0
1.547982466705066,1.4520071580171778,0.848872992272201,0.8960912003567184,0,2019.0
1.5509645602875313,2.621782884489293,0.774592828193223,0.9172788001087937,0,2020.0
1.8942018414906823,0.14605763381732007,0.6131348246563336,1.0417659937734938,0,2018.0
1.8971839350731479,1.315833360289435,0.5388546605773556,1.0629535935255692,0,2019.0
1.9001660286556132,2.4856090867615497,0.4645744964983778,1.0841411932776444,1,2020.0
1.2216944002333845,0.24801837462709964,0.8507269441805961,0.9956877962193956,0,2018.0
1.22467649381585,1.4177941010992146,0.7764467801016182,1.016875395971471,0,2019.0
1.0183118392804773,2.596253369007509,0.751856921413007,1.0506989011413082,1,2020.0
1.2793271207741328,0.37549279716643524,1.2312730429434904,0.8801164960395463,1,2018.0
1.7420143908943135,1.392397173318174,0.7061286901772953,0.9371860462872114,1,2019.0
1.7357822374890775,2.5246577472214753,0.5216525168149678,0.9950641274287341,1,2020.0
1.6402822123592689,0.3480056787353101,1.2652750545868572,1.0287185452831595,1,2018.0
2.115098289015753,1.5756252785422422,1.3530021867959043,0.8539477467332508,1,2019.0
1.8941229737096077,2.7087851944200416,1.1255270319241382,0.9039275817471081,0,2020.0
2.385447077385445,0.23945078048826973,1.064762033928146,1.1366504999389968,0,2018.0
2.38842917096791,1.4092265069603847,0.990481869849168,1.157838099691072,0,2019.0
2.5170118271965625,2.566910115828005,0.9010787344649663,1.1792111327798245,1,2020.0
1.3367164693100375,0.3910204348473558,1.3317644458378681,0.9241160489160561,1,2018.0
1.8068175155408053,1.5419040063594869,1.1545872176629361,0.7991796234087213,1,2019.0
1.4518496689207123,2.7447675813696004,1.1954125473478492,0.919295219310336,0,2020.0
1.5407599072583227,0.39141770114531926,1.4093323998485963,1.0065221348881899,1,2018.0
2.3877639497633547,1.398052740309107,0.9361610094560313,1.1201272404094977,0,2019.0
2.5170118271965625,2.566910115828005,0.9010787344649663,1.1792111327798245,1,2020.0
2.112116195433287,0.4058495520701273,1.4272823508748824,0.8327601469811755,0,2018.0
2.115098289015753,1.5756252785422422,1.3530021867959043,0.8539477467332508,1,2019.0
2.118080382598218,2.745401005014357,1.2787220227169263,0.8751353464853261,0,2020.0
1.4645257572762889,0.28036005278266773,0.9425010106887493,0.945598604468056,1,2018.0
1.449037763141248,1.5335885995822065,1.0785967433093178,0.8371773029546925,0,2019.0
1.4520198567237137,2.703364326054321,1.0043165792303397,0.8583649027067677,0,2020.0
1.2434001508915187,0.42253741090525043,1.434191313105206,0.9023130501898443,1,2018.0
1.2463822444739843,1.5923131373773654,1.359911149026228,0.9235006499419196,0,2019.0
1.2493643380564494,2.7620888638494803,1.28563098494725,0.9446882496939949,0,2020.0
1.8893879069641655,0.10045603828366034,0.4813011831169386,1.0882331678025103,1,2018.0
1.6971057101488642,1.3725895431184183,0.6346833550167814,0.9448456772414321,1,2019.0
1.797719948930213,2.4911863804092116,0.4465720229483927,1.0483208221500842,0,2020.0
1.1798012589129825,0.4631848110622405,1.4458801916598327,0.7497289388597848,0,2018.0
1.1827833524954476,1.6329605375343554,1.3716000275808549,0.77091653861186,0,2019.0
1.185765446077913,2.8027362640064704,1.2973198635018768,0.7921041383639353,0,2020.0
2.3067591034879174,0.28162325852406855,1.1369572215439792,1.0201123346931065,0,2018.0
2.309741197070383,1.4513989849961833,1.062677057465001,1.0412999344451817,0,2019.0
2.312723290652848,2.621174711468298,0.988396893386023,1.062487534197257,1,2020.0
1.948612016400995,0.22298920015900237,0.8508744472921534,0.9769134497263203,1,2018.0
1.9515941099834604,1.3927649266311173,0.7765942832131754,0.9981010494783956,0,2019.0
1.9545762035659258,2.5625406531032318,0.7023141191341974,1.019288649230471,0,2020.0
2.2846479543803326,0.22232344537804982,0.9602721123007175,1.0759013456133133,1,2018.0
2.0574605556830847,1.4018663656792805,0.8376524218375472,1.0195112679009466,0,2019.0
2.06044264926555,2.5716420921513956,0.7633722577585691,1.0406988676530218,1,2020.0
1.1505709607006676,0.3516790091455164,1.2513595155754023,0.9937622484105554,1,2018.0
1.6759725565904509,1.4966475744368524,1.049379043256207,0.9480795626497766,0,2019.0
1.8650714177639405,2.6578117459885444,0.982326207351794,0.9744389234651901,1,2020.0
2.112116195433287,0.4058495520701273,1.4272823508748824,0.8327601469811755,0,2018.0
2.115098289015753,1.5756252785422422,1.3530021867959043,0.8539477467332508,1,2019.0
2.118080382598218,2.745401005014357,1.2787220227169263,0.8751353464853261,0,2020.0
2.216068188753181,0.21535851624685232,0.917665684644972,1.0631542742094848,1,2018.0
2.2292262785433494,1.449249762765823,1.0668615370977943,1.1012758111146992,0,2019.0
2.0804987148244303,2.6644548160850663,1.12882328327201,1.1439907171592711,1,2020.0
1.8968903650251976,0.2397954812426517,0.9346718284191651,1.0575860462211206,0,2018.0
1.899872458607663,1.4095712077147666,0.860391664340187,1.078773645973196,0,2019.0
1.9028545521901283,2.5793469341868818,0.786111500261209,1.0999612457252712,1,2020.0
2.0704372601342675,0.19405185819532278,0.8085786918759462,1.0429268838449617,0,2018.0
2.073419353716733,1.3638275846674377,0.7342985277969681,1.0641144835970369,0,2019.0
2.0764014472991983,2.5336033111395526,0.6600183637179902,1.0853020833491123,0,2020.0
1.5822073824751235,0.17473205678396186,0.6135704237018095,0.9676779415992038,1,2018.0
1.9024749897189055,1.348829884394576,0.6488997451612015,1.0607611993589794,0,2019.0
2.243501071200574,2.5189823364503137,0.6736058937611886,1.1495279015260458,1,2020.0
2.05251207659198,0.14260844203411316,0.6557180750680587,1.0916921642280673,1,2018.0
1.4398016529484976,1.5338840135058058,1.2683459935484074,1.0663975889766748,0,2019.0
1.1450809377117501,2.8647221555270934,1.7182423161896319,0.9749796446126331,1,2020.0
1.3287700543306644,0.6673202134504268,2.18608408839634,0.7024807479905999,1,2018.0
1.7777453089244597,1.7077765252101098,1.8118103507365981,0.937008449902881,0,2019.0
1.780727402506925,2.877552251682225,1.73753018665762,0.9581960496549563,0,2020.0
2.0704372601342675,0.19405185819532278,0.8085786918759462,1.0429268838449617,0,2018.0
2.073419353716733,1.3638275846674377,0.7342985277969681,1.0641144835970369,0,2019.0
2.0764014472991983,2.5336033111395526,0.6600183637179902,1.0853020833491123,0,2020.0
1.248015388275401,0.44980301411179435,1.5048359467289343,0.8664853446153582,0,2018.0
1.2509974818578664,1.6195787405839093,1.4305557826499564,0.8876729443674334,0,2019.0
1.548321602254196,2.750675943027599,1.156989913646524,0.8115240563243808,1,2020.0
2.3484148106891425,0.12721503811626778,0.7097606425005422,1.1944032339888697,1,2018.0
2.3068380588028603,1.4474708016513378,1.0504965214330226,1.044574817103151,0,2019.0
2.3090168887543743,2.6308620792190887,1.014836635169522,1.0512330625045998,1,2020.0
1.3817861013256922,0.26958147808710264,1.114904768893071,1.185709452992268,0,2018.0
1.3847681949081576,1.4393572045592173,1.0406246048140932,1.2068970527443434,0,2019.0
1.387750288490623,2.6091329310313323,0.9663444407351152,1.2280846524964186,0,2020.0
1.6156333851590332,0.5921135928819701,2.0305437145245486,0.8481413344450215,0,2018.0
1.6186154787414986,1.761889319354085,1.9562635504455705,0.8693289341970968,1,2019.0
1.6215975723239642,2.9316650458261995,1.8819833863665925,0.8905165339491721,0,2020.0
1.650348488623278,0.038007855168475935,0.2237750487815502,1.083877013147705,1,2018.0
1.205321756379695,1.4249058956555016,0.9044354748984855,1.1205585076493727,0,2019.0
1.2083038499621601,2.5946816221276165,0.8301553108195076,1.141746107401448,0,2020.0
1.3638047974888021,0.280809947186927,1.09256466369398,1.118112980679487,1,2018.0
1.926216711737764,1.4578759225381819,0.9541474961664871,0.9223209393058612,1,2019.0
1.369768984653733,2.6203614001311566,0.944004335536024,1.1604881801836375,0,2020.0
1.6523872908579034,0.3401594873658791,1.1385832247197103,0.8753759636669284,0,2018.0
1.7879439531666437,1.557755132850713,1.1936072538023845,0.7770177527329386,1,2019.0
1.6583514780228341,2.6797109403101085,0.9900228965617542,0.917751163171079,0,2020.0
2.0356413526999684,0.0,0.24283728943467353,1.2364762560274163,1,2018.0
1.3788348660801182,1.2722799519397496,0.41143845643553667,1.2236181032142492,1,2019.0
1.9091731423909875,2.321899709999486,0.0,1.2586474300084762,0,2020.0
1.4940008475362054,0.1100096532129029,0.47703675595630823,1.1506688802550007,0,2018.0
1.4969829411186708,1.2797853796850176,0.40275659187733037,1.171856480007076,0,2019.0
1.4999650347011362,2.4495611061571325,0.3284764277983523,1.1930440797591513,1,2020.0
1.013540406749768,0.42298686336155344,1.6010054362964927,1.0609642844638387,0,2018.0
1.0165225003322333,1.5927625898336681,1.5267252722175146,1.082151884215914,0,2019.0
1.0195045939146987,2.762538316305783,1.4524451081385366,1.1033394839679893,0,2020.0
1.8560943310432079,0.3418181215818794,1.1596096385584809,0.8250988917941118,0,2018.0
2.1656362204794175,1.3566393186356664,0.7443119907445378,1.098634150773036,1,2019.0
1.5554987223543946,2.836324103944437,1.3520667941354896,0.6151264320714134,1,2020.0
1.8192296139318385,0.21504565930072528,0.7853345296862272,0.9474092940449368,0,2018.0
1.8222117075143038,1.3848213857728404,0.7110543656072491,0.9685968937970121,0,2019.0
1.8251938010967692,2.5545971122449553,0.6367742015282711,0.9897844935490874,0,2020.0
2.1446092092821742,0.16275276576962172,0.7437543879909276,1.0974814551842456,1,2018.0
1.9424498778932073,1.3600055658368995,0.6800041147818107,1.0298191009817954,0,2019.0
1.3010123251574293,2.6596810690638053,1.1956037074822343,1.2578744774714739,1,2020.0
1.7282267321288205,0.22041474077999612,0.8002515194954428,0.9794786470549891,0,2018.0
1.7312088257112859,1.390190467252111,0.7259713554164648,1.0006662468070644,0,2019.0
1.7341909192937512,2.5599661937242257,0.6516911913374868,1.0218538465591396,0,2020.0
2.170620119703285,0.20653303918432075,0.8774069805700984,1.0591264286243853,0,2018.0
2.17360221328575,1.3763087656564357,0.8031268164911204,1.0803140283764607,1,2019.0
2.176584306868216,2.5460844921285504,0.7288466524121424,1.101501628128536,0,2020.0
1.3897328702110143,0.3698236843229874,1.1655859728424034,0.8156972635561445,1,2018.0
1.5441940582975553,1.4742354179167156,0.9335582120101047,0.9158972093064796,0,2019.0
1.5471761518800207,2.6440111443888306,0.8592780479311267,0.9370848090585548,0,2020.0
1.8098918332515666,0.22749043564055738,0.8544151660525958,1.010795462728909,0,2018.0
1.812873926834032,1.3972661621126723,0.7801350019736177,1.0319830624809845,0,2019.0
1.8158560204164973,2.5670418885847868,0.7058548378946398,1.0531706622330597,1,2020.0
1.529071943815099,0.2774123600077656,0.9275321891964183,0.9211748310569292,1,2018.0
1.5320540373975644,1.4471880864798803,0.8532520251174404,0.9423624308090044,0,2019.0
1.5350361309800298,2.6169638129519948,0.7789718610384623,0.9635500305610797,0,2020.0
